task_number,task_score,restarted_mid_task
1,7.7454713919,0
2,12.8641248951,0
3,31.4600826500,0
4,14.1072707176,1
1,19.0278174011,0
2,2.1644880383,0
3,36.2113278965,0
4,8.1910039907,0
5,9.4556930065,1
1,17.6679288056,0
2,22.2960159945,0
3,23.7899022102,1
1,19.6052057766,0
2,14.8943190018,0
3,11.8774489196,0
4,26.3496909142,1
1,3.7317905207,0
2,44.0687248707,1
1,2.0823344706,0
2,28.5147319870,0
3,16.8528871595,0
4,7.6814196926,0
5,20.7852144241,1
1,9.8256558290,0
2,1.3603368169,0
3,45.8015492610,0
4,2.1659231211,0
5,15.6971948147,1
1,19.5863105424,0
2,4.3123824031,0
3,28.7449258851,0
4,10.3972323439,0
5,12.8385708332,1
1,13.1930128627,0
2,39.3848650310,0
1,14.5292619728,0
2,5.0943491335,0
3,6.3196724389,0
4,24.9803146227,0
5,23.3903689384,1
1,25.1726953622,0
2,3.9833785662,0
3,9.9753299861,0
4,8.0392755353,0
5,23.8471802571,0
6,6.2873303890,1
1,7.0367158378,0
2,3.0984917508,0
3,39.2829286589,0
4,16.8987672329,1
1,11.0945297516,0
2,4.1536562696,0
3,42.0751000894,0
1,24.8664135343,0
2,3.4840637744,0
3,22.5665217480,0
4,8.1445159377,0
5,11.5307309979,0
6,5.3679935932,1
1,36.7380806595,0
2,6.7165174484,1
1,32.3958685398,1
1,7.4960425779,0
2,9.2146803750,0
3,10.4429717130,0
4,34.0239994526,1
1,30.3914435649,0
1,15.9035185917,0
2,14.8760341143,0
3,18.5291927823,0
4,14.3716456739,0
5,9.1213839054,1
1,7.5363008655,0
2,18.5843074886,0
3,20.2584179100,0
4,14.1440576556,0
5,12.6795430183,1
1,31.6181480567,0
1,30.4437452308,0
1,29.6565044768,0
1,28.8905601860,0
2,6.6742270716,0
3,7.6823179722,1
1,10.0216667599,0
2,4.1264338068,0
3,12.5363134201,0
4,11.5283844492,0
5,22.3026580715,0
6,17.8147360075,0
1,18.4234339256,0
2,27.5386655331,1
1,21.0674217028,0
2,8.7864585166,0
3,6.6639993292,0
4,18.7654729350,0
5,2.4585080287,0
6,10.8326496625,0
1,19.0114780124,0
2,33.9157448623,0
3,21.1156911850,1
1,21.3049624970,0
2,9.3355175733,0
3,24.0376862000,0
4,19.0820467062,0
1,19.4064374325,0
2,4.9604578031,0
3,27.7704284191,1
1,6.9837763143,0
2,8.7644579533,0
3,12.7034552463,0
4,17.2374347308,0
5,23.5696462165,0
6,7.9451065063,1
1,29.2262997935,0
2,0.7385179996,1
1,4.5617995517,0
2,38.3221406937,1
1,15.1663496828,0
2,11.6467776639,0
3,27.5794973373,1
1,30.9450488091,1
1,16.5783946943,0
2,2.6946446713,0
3,12.6468640639,0
4,28.0811326817,0
1,19.1929054651,0
2,5.2916157507,0
3,23.9723049717,0
4,11.5282162797,0
5,12.4925401211,1
1,25.5561225089,0
2,18.0385580824,0
3,23.4347841740,1
1,15.0145715179,0
2,3.6866357102,0
3,20.8461880409,0
4,1.5152290922,0
5,31.6889311394,0
1,5.6841415029,0
2,27.2951209373,0
3,18.5734448078,0
4,21.5618412495,1
1,20.3452645632,0
2,30.8945331573,1
1,9.8674894716,0
2,12.8330650934,0
3,35.0277050682,1
1,19.5737551413,0
2,4.9892781184,0
3,10.3704677073,0
4,28.9953605562,0
5,10.2388494015,1
1,28.1897827174,0
2,5.4367077137,0
3,19.9912116922,0
1,4.6711368217,0
2,6.0690121651,0
3,29.5715878492,0
4,4.2278413155,0
5,29.5405311584,1
1,27.1711812080,0
2,9.1145355952,0
3,24.7760519280,0
1,25.7228807355,0
1,14.2847871912,0
2,2.6788161787,0
3,30.2233142702,0
4,10.1631656800,0
5,6.1163789502,0
6,13.5486223698,1
1,30.5030769852,0
1,16.0824604460,0
2,1.7752525100,0
3,14.0025447291,0
4,35.1333246231,1
1,3.6145486823,0
2,40.1541271896,0
1,21.0642141264,0
2,16.7848026549,0
3,27.3379933834,1
1,24.1497136178,0
2,30.9290027618,1
1,14.2271325290,0
2,46.9344463348,1
1,24.4040786642,0
2,3.0842590499,0
3,13.1647532504,0
4,3.4024430348,0
5,17.2262417440,0
6,14.1844482422,1
1,7.1713690927,0
2,8.4666131519,0
3,19.9559399188,0
4,10.9202167199,0
5,23.0155109918,0
6,6.2572767735,1
1,19.1058317185,0
2,37.5364681520,0
1,19.9797472302,0
2,8.1504174129,0
3,9.9998108207,0
4,29.5601965289,0
5,12.0043516159,1
1,9.2134197651,0
2,41.0924491882,1
1,14.8855576123,0
2,29.9784894068,0
3,16.0795640945,1
1,22.5547530175,0
2,33.8822851181,1
1,6.4117042699,0
2,28.4111418535,0
3,32.1970903954,0
1,16.2328972515,0
2,16.4491705197,0
3,37.1175370216,1
1,18.2652071536,0
2,11.3814326684,0
3,12.1627812858,0
4,14.7423412454,0
5,18.8987431526,1
1,9.6507403141,0
2,15.0002501620,0
3,35.5748988411,0
4,2.8047037125,1
1,18.6843681932,0
2,30.4829772914,0
3,18.3489958379,0
4,5.2640776634,1
1,25.7578318508,0
2,35.5587036610,1
1,11.3983265102,0
2,35.2014488128,0
3,18.5215044022,1
1,16.5208083621,0
2,17.3362191719,0
3,32.1243181229,1
1,16.8038536058,0
2,0.5453042375,0
3,12.6648447474,0
4,28.8118060681,0
5,6.9337551976,0
6,11.1319963932,1
1,23.5769237047,0
2,10.5346419647,0
3,11.7665617166,0
4,5.1214259433,0
5,25.1042082310,1
1,32.5474259690,0
1,12.1864840374,0
2,27.5698597837,0
3,33.9937655926,1
1,12.4492462140,0
2,23.8854434539,0
3,18.7887588721,0
4,17.7679996490,1
1,25.7537128463,0
2,9.7092556914,0
3,29.4977620238,0
1,10.6724168117,0
2,28.0042351976,0
3,32.0326967239,1
1,24.2880458165,0
2,23.2725777626,1
1,3.7193340489,0
2,47.2258801460,1
1,15.4139498572,0
2,6.1786162920,0
3,27.4262487888,1
1,15.4092583739,0
2,0.8831433130,0
3,18.8984720979,0
4,22.8245028135,0
5,17.1422324181,1
1,13.2297100509,0
2,6.2216923236,0
3,20.9096487584,0
4,4.1472492810,0
5,16.5394739393,0
6,15.6492490768,1
1,20.4979388844,0
2,34.9295916258,0
1,17.5401995513,0
2,2.7048847215,0
3,38.0357687473,1
1,24.1622113329,0
2,9.8524575358,0
3,29.8632724285,1
1,24.4680731750,0
2,27.8050832748,1
1,22.4616634629,0
2,23.8670725822,1
1,24.1301351706,0
2,27.7113075256,1
1,17.3992289052,0
2,24.3369886805,0
1,13.1445124801,0
2,10.3993562066,0
3,18.8201184754,0
4,9.1337689631,0
5,15.4866698644,0
6,9.1389470100,1
1,19.4990121060,0
2,7.0593381890,0
3,23.5825807185,0
4,13.8768242666,0
1,32.0033547878,1
1,36.8735854626,1
1,16.8760713723,0
2,0.4580729074,0
3,30.3559977085,0
4,11.9653836087,0
5,14.1033539772,1
1,19.1645846030,0
2,10.1877029546,0
3,31.9431638718,1
1,21.5284139970,0
2,13.2094279515,0
3,33.8870129585,1
1,21.0229390413,0
2,19.5728868088,0
3,27.3983373642,1
1,25.9198550154,0
2,19.5940767706,0
3,16.6992602348,1
1,21.2685649384,0
2,15.3563821627,0
3,27.8791472912,1
1,16.9218323548,0
2,9.8604888923,0
3,13.0739084079,0
4,37.4502460957,1
1,15.1766890678,0
2,11.6710274873,0
3,40.7421700542,0
4,8.8312953635,0
1,17.0791700482,0
2,10.4015437716,0
3,14.8359640200,0
4,9.2565550804,1
1,22.4326048996,0
2,20.9488735199,1
1,29.4375143051,1
1,23.1332796597,0
2,25.5278341770,1
1,22.7852698992,0
2,6.4062389738,0
3,39.4647401774,0
4,6.8997259140,1
1,24.5870120203,0
2,10.1660074581,0
3,22.0411984921,1
1,5.0118894331,0
2,8.8040058401,0
3,30.9253022849,0
4,17.4556775093,1
1,28.8708269883,0
2,13.4293055534,1
1,24.8863797589,0
2,1.8686437726,0
3,20.0424796500,0
4,11.2524193250,0
5,10.2150943279,1
1,23.5371424299,0
2,28.7905390263,1
1,22.7869066573,0
2,17.0564635307,0
3,15.9451682568,1
1,24.9221950473,0
2,0.1129507519,0
3,35.7886762619,1
1,23.6661234077,0
2,3.8839837138,0
3,15.8678805086,0
1,21.2489293540,0
2,8.8024117763,0
3,28.4924701271,0
4,10.3963365177,0
1,13.5133511521,0
2,11.9469659625,0
3,35.7631838322,1
1,16.2222469610,0
2,29.2152567909,0
1,19.8840909641,0
2,10.2347778357,0
3,29.0971419811,1
1,24.1140432358,1
1,19.3195035499,0
2,0.2423143529,0
3,39.0635225773,1
1,29.8397250416,0
1,24.8622579319,0
2,16.2259216272,0
3,10.1975204945,1
1,15.0981341948,0
2,26.0500452518,1
1,13.0008781577,0
2,25.9967172146,1
1,16.2196529096,0
2,16.2407107841,0
3,28.5401122570,1
1,12.1396183597,0
2,28.6396250725,1
1,8.2211897301,0
2,21.5762192549,0
3,18.3617653523,0
4,15.8725499364,0
5,6.8518924713,1
1,28.4147847569,0
2,2.7791830884,0
3,28.9022591114,1
1,20.1640798284,0
2,26.0906406419,0
3,27.9960501194,1
1,27.6192764637,0
2,22.5786788464,1
1,13.9288592379,0
2,28.8926668167,1
1,3.6937706051,0
2,1.5362082877,0
3,9.7498882587,0
4,3.0997045890,0
5,21.7959451807,0
6,10.8166083451,0
1,13.3327332038,0
2,0.4966804624,0
3,21.7122636761,0
4,1.9957341216,0
5,37.3966290951,1
1,24.3215536761,0
2,15.6769502163,1
1,31.0716941357,1
1,23.1036255841,0
2,1.9146331981,0
3,24.4967229366,1
1,15.8153789560,0
2,12.3634223177,0
3,20.6437904835,1
1,15.0064873087,0
2,1.6771557588,0
3,30.5061843395,1
1,21.5147651048,0
2,6.0340640172,0
3,20.3305442333,1
1,32.9141016039,0
1,25.3336186409,1
1,14.7251347212,0
2,5.6415626373,0
3,23.0492317621,0
4,6.9571411513,0
5,9.6923892673,0
6,13.3517920330,0
1,29.2078685760,1
1,15.4652523072,0
2,23.3795807362,1
1,18.6786553703,0
2,22.0366752148,1
1,11.7547182007,0
2,7.1355593557,0
3,9.7213291981,0
4,15.3341035035,0
5,5.5387609896,0
6,12.1380689037,0
1,12.5892277700,0
2,36.5707993071,0
1,15.8712000317,0
2,4.8440353321,0
3,29.2897961140,1
1,22.4904694523,0
2,21.9129624367,1
1,25.4921619871,0
2,13.9365406036,1
1,26.5762503147,1
1,22.9970744530,0
1,12.5639033880,0
2,32.9966490269,1
1,14.0718014302,0
2,18.6961807455,0
3,15.6509352176,0
4,17.5447475910,1
1,26.6043712874,0
2,23.1163487434,1
1,28.4237889062,0
2,15.9172842503,0
1,30.4769375324,1
1,17.7165049157,0
2,0.1455192320,0
3,6.5454959657,0
4,7.1016911921,0
5,3.3294420451,0
6,18.8625420549,0
1,25.7924015522,1
1,24.1524150826,0
2,5.9505344541,0
3,31.6621570587,1
1,6.4664492211,0
2,20.0375077041,0
3,17.4530869187,0
4,21.2579169273,1
1,9.7960300674,0
2,31.9958570179,0
3,14.0643383733,0
4,16.3068981171,1
1,17.1948999112,0
2,28.1752924919,1
1,24.6573537089,0
2,16.6163198948,1
1,15.5152372881,0
2,3.9395690335,0
3,19.5067818843,0
4,1.7158022069,0
5,13.1044809829,0
6,18.1242707122,0
1,9.4875293785,0
2,15.8685398397,0
3,25.5325706005,1
1,26.9891260552,0
2,0.8034515220,0
3,21.2178559407,1
1,23.5592060515,0
2,2.7163254329,0
3,24.0776274204,1
1,16.4224043688,0
2,10.7658032883,0
3,29.8059697151,1
1,21.4874003934,0
2,18.9443669552,0
3,12.6180288792,1
1,17.3981042250,0
2,0.1185814005,0
3,5.6011689897,0
4,9.4218774932,0
5,20.9564050223,0
6,18.2359228055,0
1,16.9940853502,0
2,2.1357229561,0
3,30.6360252229,0
1,20.8719789283,0
2,6.8484768932,0
3,29.4805769920,1
1,15.7431370810,0
2,3.3332176633,0
3,18.6309954061,0
4,28.6002795696,1
1,23.3530154005,0
2,31.6271145344,1
1,11.8690745004,0
2,28.2073760033,1
1,11.0534784304,0
2,22.1495153904,1
1,23.4678635046,0
2,13.3873951435,1
1,24.7300895725,0
2,12.9264507445,0
1,24.7289720744,0
2,4.7092328201,0
3,14.8868966103,1
1,20.2803702129,0
2,15.2869656086,1
1,4.8307942618,0
2,14.9325718693,0
3,7.7454129416,0
4,19.7098104955,0
5,4.1775356493,0
6,25.7195999622,1
1,27.7630359863,0
2,1.6907961597,0
3,29.4683282375,1
1,34.0459227562,1
1,21.5142754347,0
2,12.0436191579,0
3,13.7720010281,1
1,17.6652680238,0
2,9.6215114050,0
3,28.8470320702,1
1,28.8938364980,1
1,7.8320562760,0
2,15.8876918584,0
3,6.9126039034,0
4,25.9489841058,0
5,14.3974449635,1
1,17.2440945394,0
2,6.3659141458,0
3,6.3998364853,0
4,16.2606188127,0
5,27.2691671848,1
1,6.6264360723,0
2,9.6572944618,0
3,30.9283525703,0
4,5.3302599211,0
5,21.5958809853,1
1,19.8631328196,0
2,2.2091872540,0
3,33.0810729296,0
1,25.0991809999,0
2,23.4884033203,1
1,13.1843127271,0
2,47.0486476421,1
1,14.5843644495,0
2,16.2951617478,0
3,23.0664811134,1
1,14.3460408801,0
2,4.6849606357,0
3,27.3663253784,1
1,28.6754400730,1
1,14.5764208400,0
2,7.0731577986,0
3,6.4843665046,0
4,18.3677959610,0
5,28.4695472717,1
1,11.8505529820,0
2,1.1982174845,0
3,33.6894011739,0
4,15.6358065605,1
1,26.7595170455,1
1,13.0246871913,0
2,7.7361779957,0
3,18.0519626141,1
1,12.9794721115,0
2,6.7354920961,0
3,29.4865887165,1
1,2.0415446227,0
2,3.2155693841,0
3,19.8969009076,0
4,27.2026457789,0
5,14.0885217681,0
6,8.5044407845,1
1,12.3825212545,0
2,28.6625969410,1
1,14.3417742501,0
2,5.5649167632,0
3,17.0016818784,0
4,26.6281823234,0
1,25.2455692291,1
1,14.6822719541,0
2,34.5701894760,1
1,28.0774454063,0
2,2.6207123854,0
3,15.3085448742,1
1,9.2060532016,0
2,25.4587441849,0
3,14.4140996933,1
1,24.4500851153,0
1,23.9419326782,1
1,13.9799394281,0
2,7.9455744865,0
3,35.9159410000,1
1,26.6823821068,1
1,22.7782952425,0
2,17.0554485857,0
1,7.8776586067,0
2,3.5205554917,0
3,20.1726959166,0
4,25.7527821064,1
1,12.4315311686,0
2,1.0559121533,0
3,33.0632994175,1
1,19.0138235865,0
2,14.2037194798,0
3,10.3834047318,1
1,32.3280588784,0
1,19.8198308529,0
2,21.7699112892,1
1,18.3378621149,0
2,9.8963963963,0
3,16.1034321785,1
1,13.4210748676,0
2,6.9629973800,0
3,26.4118151665,1
1,25.3274206844,0
1,28.7618466838,0
1,31.8952532282,0
1,15.7331919356,0
2,0.6384046844,0
3,21.9101405469,0
4,11.4861470589,0
5,24.9779412746,1
1,22.3825098929,0
2,12.1420497883,0
3,16.2642924786,1
1,20.3063206673,1
1,15.4576677419,0
2,6.8343977984,0
3,8.8991952535,0
4,35.7927963009,0
5,7.1126711369,1
1,28.4105658531,1
1,17.0210158009,0
2,19.8236725330,1
1,23.0223354393,0
2,10.2804595068,0
3,7.4349429430,0
4,13.6191289277,0
5,33.2627823101,0
1,14.6196436970,0
2,23.2184965611,1
1,14.1008968795,0
2,7.8939096141,0
3,23.8577505399,0
4,11.7241959132,0
5,21.9304733276,1
1,27.4690282345,1
1,20.4040783912,0
2,0.1301431718,0
3,25.8014858165,0
1,12.1819959392,0
2,16.9813470840,1
1,10.0977652568,0
2,17.2513384405,0
3,38.0587062836,1
1,22.3004453848,0
2,13.8980370758,0
3,10.5830669403,1
1,14.6841834827,0
2,2.5040065437,0
3,13.7183031812,0
4,20.4472941280,0
5,21.8900177479,1
1,25.4323010445,1
1,10.0263208846,0
2,16.7362541859,0
3,20.6251080036,1
1,20.2899815321,0
2,12.8062367632,0
3,13.1322176456,1
1,12.0998875959,0
2,0.9616102543,0
3,8.9217704238,0
4,9.8164755941,0
5,22.9255529089,0
6,0.9950185443,0
1,22.5233494570,0
2,12.7581560610,0
3,10.8630137444,1
1,20.7035687196,0
2,7.5769469404,0
3,24.5788342953,1
1,12.2663037631,0
2,8.2628058920,0
3,28.0890069008,1
1,20.3688386544,0
2,16.6249094009,1
1,13.9992184479,0
2,5.9876247200,0
3,19.7044737339,1
1,26.0725028515,1
1,18.0010733969,0
2,17.8647572994,1
1,24.6811394691,1
1,8.0851510200,0
2,11.1621022778,0
3,30.1639394760,1
1,10.0679988554,0
2,21.5951521397,1
1,20.0546840228,0
2,22.4073555671,1
1,16.6698224617,0
2,13.0554512925,0
3,5.3070936475,0
4,22.8912739846,0
5,15.1017829105,0
1,26.5998306966,0
2,7.6309940892,0
1,8.4088002698,0
2,9.6756486017,0
3,21.8634764886,0
4,0.6445850690,0
5,26.1386731028,0
6,8.2286503315,1
1,15.7600703146,0
2,5.0343889203,0
3,38.2175521414,0
1,16.5672666278,0
2,16.1393661409,0
1,24.3725826077,0
2,15.3267794655,0
3,9.9597276541,0
1,23.9366786015,0
1,2.5525742879,0
2,5.0620295422,0
3,24.8570978956,0
4,16.5978395759,0
5,25.1274762154,1
1,14.9268426922,0
2,3.3148862750,0
3,25.5331943035,1
1,23.5296936035,1
1,19.3013799088,0
2,17.9844732285,1
1,13.9772616102,0
2,18.6199436188,1
1,6.5125996705,0
2,30.2398781776,1
1,27.8277075291,1
1,20.2171343055,0
2,18.5207822815,0
3,3.3592607975,1
1,20.8459526567,0
2,18.5509453720,0
3,12.6710422039,1
1,23.7110023499,1
1,18.4655135582,0
2,5.3000430480,0
3,28.5068421364,1
1,11.1351076712,0
2,22.8311925887,0
3,5.4616050969,0
4,24.0410737924,0
5,3.4081757069,1
1,10.9698261100,0
2,19.1503679752,1
1,17.9174246544,0
2,12.9352195226,0
3,19.7966682850,0
1,20.7821044327,0
2,0.5375938820,0
3,35.0042251085,0
1,6.7320918017,0
2,17.6029595051,0
3,38.1021738052,1
1,25.9313800335,1
1,22.6327165145,0
2,11.3241112776,0
3,11.8379960060,1
1,29.1747243404,1
1,16.0090830132,0
2,21.9122707844,1
1,25.5808997154,1
1,9.3190951854,0
2,5.2292436019,0
3,28.9087114334,1
1,21.3911640644,1
1,15.6570248795,0
2,10.1004839551,0
3,6.4963636426,0
4,5.0926047174,0
5,23.1162735392,0
6,9.2543849095,0
1,20.4813940481,0
2,3.9304549556,0
3,28.6701868726,0
1,18.4015475833,0
2,18.6264363521,0
3,13.5752964020,1
1,4.3557328019,0
2,9.6313133304,0
3,28.7555413190,0
4,1.1133125530,0
5,29.3764557838,1
1,15.7098491596,0
2,8.1181953778,0
3,30.7509455681,1
1,9.0118726823,0
2,36.2452261948,0
1,14.2794944411,0
2,12.7557374994,0
3,23.4763648510,1
1,17.6658227141,0
2,14.2435441017,1
1,10.3214553531,0
2,21.3501591682,1
1,22.5931493760,0
2,9.2763440609,1
1,15.9498754882,0
2,20.3163235188,1
1,15.7805006353,0
2,0.5469992762,0
3,24.9668812752,1
1,24.1623508278,0
2,3.8228629382,0
3,9.5590108420,0
4,5.6632787668,0
5,28.7234947676,0
6,6.7230684757,1
1,30.1392475014,0
1,22.9834453894,0
2,11.9644672568,0
3,10.5862626759,0
4,17.1973772049,1
1,5.5763931898,0
2,21.9750156588,0
3,30.2972931862,1
1,11.4908329683,0
2,22.9444370270,1
1,24.0548486710,1
1,24.1507401933,0
1,22.8996564083,0
2,17.2916750908,1
1,19.4276475489,0
2,15.3618557453,1
1,16.0362115306,0
2,21.9063012600,1
1,23.8550491333,1
1,9.0126725874,0
2,20.5782570890,0
1,25.4747486115,1
1,25.6690713393,0
1,26.6409966784,0
1,16.2987124705,0
2,17.8007499181,0
3,13.4412009716,1
1,18.0541124312,0
2,16.2167751789,1
1,25.5393896055,0
2,8.5974204540,1
1,13.2507317268,0
2,29.3879957929,0
1,9.2755676476,0
2,3.6621681313,0
3,21.5748621652,0
4,18.2268581917,0
5,20.1529312598,0
6,3.8499362469,1
1,24.8608117104,1
1,20.5206349077,0
2,11.6048018754,0
3,19.4157192707,1
1,21.6723256410,0
2,6.7462750626,0
3,17.4588503838,1
1,20.7080551987,0
2,18.0213231916,0
3,3.6911022663,1
1,23.8726902008,1
1,8.8752829995,0
2,21.5856263948,0
3,20.2047085762,1
1,30.8082099140,0
1,17.7404066741,0
2,15.4932532310,1
1,17.3054218696,0
2,13.3297945710,0
3,17.3614354134,1
1,16.0241869394,0
2,23.6800138950,1
1,4.7694644660,0
2,23.3919347667,0
3,18.8224561214,1
1,15.9194973539,0
2,13.7203236955,0
3,16.0036261082,1
1,10.9528586153,0
2,25.0099167824,1
1,14.2276519385,0
2,0.2558493288,0
3,28.7283850945,0
4,6.5980140750,0
5,19.3648955504,0
6,7.3249955177,1
1,20.1916751364,0
2,8.7446745499,0
3,9.9573470396,0
4,23.1518898010,1
1,25.5126177113,0
2,19.5519518852,1
1,15.3174462841,0
2,17.0657845052,0
3,12.5500924587,1
1,24.4968709946,1
1,18.5260958669,0
2,23.2060697079,1
1,18.9090948618,0
2,15.2294669151,1
1,17.7035841540,0
2,1.5944343334,0
3,23.2598433495,1
1,16.9556370284,0
1,26.2714769840,1
1,19.7022386245,0
1,5.8670853047,0
2,22.4499450131,0
3,17.7814772129,1
1,23.7567727270,0
1,3.0369917442,0
2,28.1615366936,1
1,20.8379702568,1
1,13.1008472593,0
2,17.9371519089,1
1,13.3205526622,0
2,0.5918828604,0
3,10.6148884381,0
4,5.1474581351,0
5,21.4095640961,0
6,7.1532542146,0
1,4.9855274606,0
2,0.0207891764,0
3,26.0475685888,0
4,26.3974525490,0
5,18.5702919960,1
1,12.2905966392,0
2,1.6771721208,0
3,13.4590829796,0
4,33.2951002121,1
1,24.4743447304,1
1,7.1568184793,0
2,5.6447032683,0
3,24.2267675400,1
1,11.2540347567,0
2,24.3999080658,1
1,24.4711480060,0
1,19.1262819851,0
2,14.6963388920,1
1,22.3644826412,1
1,17.5897051407,0
2,4.5285747045,0
3,21.0197703838,1
1,23.3564872742,1
1,18.1860835656,0
2,16.0154564381,1
1,24.6084707341,0
1,21.2097587585,1
1,17.5805238262,0
2,15.4302349091,1
1,5.6585189787,0
2,16.8516201978,0
3,12.4317655267,0
4,11.8552192425,0
5,20.3778848197,0
6,8.8833439350,1
1,20.1640129100,0
1,15.5232007145,0
2,11.5181522790,0
3,14.5768032074,1
1,14.9180532570,0
2,14.3598890464,0
3,14.0982470512,1
1,25.8538575160,0
2,16.6968405247,1
1,21.1776888371,1
1,22.6148016174,0
1,21.1020119190,1
1,16.4814588383,0
2,0.8549103291,0
3,4.8604688775,0
4,13.8086396082,0
5,31.0272335085,0
6,9.4798457623,1
1,31.6009943982,0
1,7.5452580615,0
2,5.3326331607,0
3,32.6488423347,1
1,24.9223668388,0
2,2.5764470056,0
3,5.4812947858,0
4,9.2416384028,0
5,31.8271965981,1
1,22.3649361496,0
2,7.3639287821,0
3,9.2407422066,1
1,23.0640935898,1
1,20.9913003445,1
1,17.9632155897,0
2,8.4960587967,0
3,18.7446576594,0
1,14.6457239816,0
2,18.3690190315,1
1,25.3737995625,1
1,15.7303144836,0
2,4.8362225764,0
3,22.5310592651,1
1,14.2394218834,0
2,20.6468889713,1
1,20.3738441469,0
2,0.6106038103,0
3,11.4716676685,0
4,10.7397171505,0
5,31.5137014389,1
1,15.1620648395,0
2,16.3625385761,1
1,20.9531006813,1
1,21.5916945934,1
