task_number,task_score,restarted_mid_task
1,18.6521036625,1
1,12.1957665356,0
2,11.7160062790,1
1,18.8164379597,1
1,18.9284498692,1
1,18.6988849640,1
1,18.8674829006,1
1,18.7679321766,1
1,17.7749579391,0
2,6.0138187408,1
1,18.6106753349,1
1,16.9466020611,0
2,3.9482930011,0
3,7.2609604663,0
4,10.0164518245,0
5,24.9136413474,0
6,12.5514814854,1
1,15.4502348927,0
2,8.5389654636,1
1,7.9387633409,0
2,3.8233202584,0
3,15.3803479785,0
4,18.5993978977,1
1,18.2453954211,0
1,16.5073729457,0
2,9.1902945042,1
1,18.6052758694,1
1,18.2596499920,1
1,18.6593019962,1
1,18.7320628166,1
1,18.0649465356,0
1,15.7325431911,0
2,8.1848080158,1
1,16.8785845838,0
2,4.7426774237,0
3,14.1879708767,1
1,9.1762469540,0
2,13.4158334361,0
3,6.1473450888,0
4,5.6188440175,0
5,19.5441452121,0
6,19.5655338676,0
1,12.1615242002,0
2,4.7749472315,0
3,18.7700278759,1
1,13.1278433435,0
2,10.9304494858,1
1,15.9784229301,0
2,7.8271393776,1
1,18.4195418358,1
1,17.7916693291,0
1,9.6988958089,0
2,13.9368939400,1
1,13.7418226465,0
2,10.0765192509,1
1,18.9448349476,1
1,12.7313147237,0
2,9.8193481325,0
3,13.3311460018,1
1,18.7117402554,1
1,18.7910349369,1
1,18.5918498039,1
1,17.2804387991,0
2,6.2539687157,1
1,18.4894738197,1
1,18.9477996826,1
1,19.1531331539,1
1,18.5018219948,1
1,16.8111196674,0
2,6.9000806808,1
1,5.9373787188,0
2,12.5713468304,0
3,17.2497081757,1
1,18.7118797302,1
1,2.9842140233,0
2,21.2362725735,1
1,18.8365795612,1
1,1.8502380399,0
2,21.9428887367,1
1,23.3599655628,1
1,16.3647182918,0
2,7.5129911900,1
1,18.6580131054,1
1,18.5329713821,1
1,18.3007041652,0
1,12.3007978874,0
2,11.5416734219,1
1,18.6982305050,1
1,17.2438526804,0
2,6.6705758572,1
1,18.4159419537,1
1,18.7865288258,1
1,0.7100512510,0
2,14.2313917719,0
3,20.5388932228,1
1,18.8377718925,1
1,18.5984272957,1
1,13.5482551666,0
2,8.2618763201,0
3,13.7622005939,1
1,18.4617791176,1
1,17.3738645034,0
2,5.5838938080,0
3,12.8819274902,1
1,18.6444203854,1
1,18.5647544861,1
1,10.2824709282,0
2,13.0445813075,0
1,18.8472197056,1
1,18.2432417990,0
1,12.6924299609,0
2,11.1760096550,1
1,18.3665657043,1
1,8.8006479585,0
2,3.5173280517,0
3,11.4922606945,1
1,12.3525087368,0
2,11.5016963482,1
1,15.5159919172,0
2,8.2851755619,1
1,18.5386126041,1
1,11.4378560493,0
2,2.4365846071,0
3,21.8570616245,1
1,15.7519386287,0
2,6.1407834816,0
3,6.6119250561,0
4,12.5380593649,0
5,4.4752955583,0
6,18.5680419956,0
1,16.3927405441,0
2,7.6130025387,1
1,18.6307840347,1
1,18.0448493958,1
1,18.6671133041,1
1,18.6292219162,1
1,16.3406162914,0
2,7.3552200794,1
1,15.4630733185,0
2,2.9073808394,0
3,21.9385771751,1
1,18.8442950249,1
1,18.5839984417,1
1,14.4681331444,0
2,9.2427198887,1
1,18.6010544300,1
1,18.7485988140,1
1,18.6038360596,1
1,18.6001288891,1
1,7.2665484297,0
2,11.7218451516,0
3,16.9846158028,1
1,19.0024236797,0
1,22.8122441769,1
1,18.8493361473,1
1,18.7159445286,1
1,17.2476459255,0
2,4.4012405964,0
3,13.8380413055,1
1,1.2375269322,0
2,2.1501081328,0
3,24.6667175866,0
4,9.8687761961,0
5,7.0993437646,0
6,15.1935442159,0
1,18.9414453506,1
1,18.9889504910,1
1,18.7834174633,1
1,19.0784053802,1
1,13.3176322814,0
2,9.1368482828,0
3,11.4691218766,0
4,11.9237437248,1
1,18.6665339470,1
1,18.4104216099,1
1,18.5571470261,1
1,18.5060455799,1
1,11.6886939193,0
2,12.5871706009,1
1,18.8416714668,1
1,19.5471947193,1
1,7.9429562559,0
2,15.5804121494,1
1,18.5987162590,1
1,18.7739045620,1
1,18.4909758568,1
1,18.6889336109,1
1,18.7469666004,1
1,18.5216739178,1
1,16.6504304790,0
2,3.1929269979,0
3,15.9558241367,1
1,16.2193694115,1
1,5.9954844350,0
2,6.8981189356,0
3,19.3490936483,0
4,1.3118030845,0
5,14.4874429361,0
6,28.1563124657,1
1,1.3188636111,0
2,2.3066158031,0
3,20.0944468975,1
1,15.4745867796,0
2,8.0110437870,1
1,16.6779452751,0
2,7.0509159565,1
1,18.3933784962,1
1,13.1046561729,0
2,1.9285561230,0
3,20.7440764904,1
1,11.9475496938,0
2,1.0228185027,0
3,22.8092873096,1
1,18.7127752304,1
1,7.3282945576,0
2,16.5014841557,1
1,6.9077556483,0
2,16.8175356388,1
1,16.3383841023,0
2,4.5824647449,0
3,14.8529298306,1
1,18.6410400867,1
1,23.3340853485,0
1,7.8672633788,0
2,15.8513381481,1
1,12.2071953286,0
2,11.8414614201,1
1,18.7223818302,1
1,18.5459811687,1
1,18.5528712273,1
1,12.3398399952,0
2,11.6232368946,1
1,18.9995219707,1
1,15.1189746940,0
2,8.8540356159,1
1,9.2885211647,0
2,4.2654557926,0
3,22.2786140522,1
1,18.5865168571,1
1,18.6723589897,1
1,18.7546484475,0
1,17.9421449444,0
2,5.9617938995,1
1,13.6404535221,0
2,5.7215989115,0
3,5.1624406911,0
4,21.2971343994,1
1,18.1105985641,1
1,18.8054566383,1
1,10.4457269371,0
2,13.2346765995,1
1,16.2386537198,0
2,7.6170194149,1
1,18.4561693668,1
1,14.0870602663,0
2,9.8706114292,1
1,19.5234103203,1
1,12.4672156383,0
2,11.4408774376,1
1,18.7109091282,1
1,14.7022624151,0
2,5.9425334809,0
3,15.1586065292,1
1,18.7751412392,1
1,17.9548316002,1
1,18.6952879429,1
1,19.2780396938,1
1,14.2461247872,0
2,9.8481681347,1
1,7.2803069497,0
2,2.8682641160,0
3,19.0495016294,0
4,5.3308057346,0
5,20.6891948306,0
6,19.7204127326,0
1,15.1331410053,0
2,1.3047443931,0
3,19.6707158089,1
1,19.6261160374,1
1,18.3293101788,1
1,18.8981981277,1
1,17.6429808140,1
1,11.2068715685,0
2,11.4193170082,0
3,13.3330106735,1
1,18.8570787907,1
1,10.8386534222,0
2,8.8193486302,0
3,13.4171712895,0
4,15.9961637295,0
5,16.1681521793,0
6,10.7974827290,1
1,15.5129280980,0
2,8.1800158024,1
1,16.7707051965,0
2,7.0948519707,1
1,18.7682662010,1
1,15.3550360565,0
2,8.6156930923,1
1,18.5311537903,0
1,18.5454246998,1
1,18.2294704914,1
1,2.1837995283,0
2,4.5519515300,0
3,28.8487436771,1
1,7.6326291277,0
2,5.1129498567,0
3,23.0986704826,1
1,17.6958456430,0
2,15.9542839640,0
1,17.6111696240,0
2,6.3686270714,1
1,10.2223581034,0
2,9.7940559425,0
3,20.5858039856,1
1,18.8208811283,1
1,17.4379072596,0
2,5.0060018816,0
3,18.1277117729,1
1,18.7014956474,1
1,14.7500109087,0
2,9.2355644703,1
1,13.8703450002,0
2,10.2754240036,1
1,18.6249089241,1
1,17.7377378941,1
1,17.8589323563,0
1,17.9451668638,0
2,5.7353954315,1
1,18.6816580296,1
1,2.6967362328,0
2,4.7807418276,0
3,28.3236708641,1
1,20.1778013706,1
1,29.2444579831,0
2,4.6118644517,0
1,16.8998004592,0
2,6.7725677490,1
1,3.5235694341,0
2,12.1114623932,0
3,24.9069256783,1
1,18.8071210384,1
1,17.8875127958,0
1,18.7148659229,1
1,4.1014398603,0
2,9.4237085428,0
3,7.7015659215,0
4,3.8996405769,0
5,26.0199162827,0
6,17.6813615611,0
1,18.5514957905,1
1,18.8651132584,1
1,18.8029832840,1
1,12.5162079567,0
2,11.2453179359,1
1,14.8345746973,0
2,6.4890489344,0
3,14.4552190304,1
1,11.1787600535,0
2,12.4476120472,1
1,10.5080145753,0
2,13.0231418610,1
1,4.6822724087,0
2,18.9179427624,1
1,21.0026561196,0
1,4.1617628379,0
2,12.6464551606,0
3,23.6462130547,1
1,18.0536305904,1
1,9.1518298956,0
2,14.6635408401,1
1,13.2947135284,0
2,3.5050941357,0
3,21.6361867069,0
4,10.8464681122,0
5,26.7572779655,1
1,18.7533602715,1
1,18.7839131355,1
1,16.7735925244,0
2,2.8479112186,0
3,16.2315380573,1
1,18.4551390601,0
1,18.5327789783,1
1,18.4147911072,1
1,18.5408442020,1
1,21.2673064990,0
2,3.6965653896,1
1,16.1319548610,0
2,7.7297830582,1
1,16.0855897540,0
2,8.0317118168,1
1,12.4142085294,0
2,11.2687733173,1
1,11.4716733458,0
2,12.3127362728,1
1,18.8096480370,1
1,14.3324814610,0
2,9.5770747662,1
1,18.8277153969,1
1,5.6179518823,0
2,10.9492451583,0
3,7.5234656296,0
4,12.5565180498,0
5,35.4326449496,0
6,3.7363793850,1
1,20.6174225807,1
1,18.4765970707,1
1,18.6231400967,1
1,8.3145770219,0
2,0.7158937246,0
3,27.9219145775,1
1,20.9583585262,1
1,18.4052224159,1
1,18.6311495304,1
1,16.2209958329,0
2,5.4040449748,0
3,18.3719308376,1
1,18.6185245514,1
1,18.4395925999,1
1,18.6171698570,1
1,18.8358178139,1
1,18.6982290745,1
1,23.2966940403,1
1,18.6153445244,1
1,12.0981176585,0
2,1.3269127538,0
3,27.1179070473,1
1,15.4772912625,0
2,9.4460692406,1
1,14.1049633463,0
2,10.0943748951,1
1,18.4925179482,1
1,19.1867136955,1
1,20.8668909073,1
1,14.0557415485,1
1,5.3651538820,0
2,18.3652102947,1
1,16.4237401363,0
2,7.4414076805,1
1,15.3423397806,0
2,2.3060252048,0
3,12.6232980784,0
4,11.2260994788,0
5,22.3485075380,0
6,11.9749817848,1
1,18.6262128353,1
1,18.5685082787,0
2,3.8107005925,0
3,12.0852741523,0
4,16.3964960575,1
1,18.6811816692,1
1,18.6090282417,0
2,3.8892017126,0
3,14.2884943485,1
1,18.7422602177,1
1,11.7716366404,0
2,12.2760972977,1
1,4.3789906529,0
2,5.3440566941,0
3,10.3012599512,0
4,24.8408532621,0
5,3.2434925510,0
6,17.3682335117,0
1,17.5663203750,0
2,6.3673932552,1
1,10.3515935511,0
2,12.7214054984,0
1,15.0607613536,0
2,8.7671484947,1
1,18.8313367367,1
1,15.1948137898,0
2,10.6332292557,1
1,6.8399955246,0
2,16.8418529034,1
1,15.1792167358,0
2,1.6253783845,0
3,12.2300673765,0
4,27.7082490921,1
1,19.9836165905,1
1,19.2445857525,1
1,13.7567345630,0
1,18.7419304848,1
1,18.6753637791,1
1,18.6422538757,1
1,18.6570110321,1
1,12.1440827136,0
2,2.6337516714,0
3,19.0037076850,0
4,17.0001246929,1
1,17.0246251037,0
2,9.5574329379,0
3,14.0887935162,1
1,18.1762443692,0
1,18.6021516323,1
1,18.5817947388,1
1,18.7983119488,1
1,18.5116553307,1
1,14.3016490144,0
2,9.7924668789,1
1,12.4859850368,0
2,3.2001921490,0
3,24.6386704445,1
1,16.4052516883,0
2,7.9322555065,1
1,6.9363450330,0
2,0.9189742083,0
3,22.8146480959,0
4,17.9637458493,0
5,5.0999098879,0
6,17.5600828441,0
1,13.4569496038,0
2,10.5311844349,1
1,18.7046256065,1
1,17.2139792217,0
1,18.4980204105,1
1,14.3029078009,0
2,7.5519228141,0
3,18.8322293758,1
1,18.6058230400,1
1,14.8197070674,0
2,9.0202453136,1
1,18.3024344444,1
1,20.6103615761,1
1,16.4301536974,0
1,18.6109678745,1
1,13.6671798592,0
2,3.8066284967,0
3,19.7680027485,1
1,16.1048826579,0
2,8.3171975613,1
1,11.6784508055,0
2,5.0394594081,0
3,11.1932586507,0
4,18.0043115616,1
1,12.3482264639,0
2,7.4686600674,0
3,19.3655025959,1
1,14.7492076146,0
2,7.3957970153,0
3,15.0158464909,1
1,17.6172876378,0
2,1.7004814178,0
3,5.5011351860,0
4,22.3269052505,1
1,18.4747495651,1
1,18.7277212143,1
1,19.3580281734,1
1,18.6044282913,1
1,18.6933739185,1
1,18.4599709511,1
1,18.9214775562,1
1,17.6612914271,0
2,6.9026091099,1
1,17.4562386037,0
2,4.1770658147,0
3,4.3049128416,0
4,10.2692060643,0
5,26.1630216045,0
6,13.6565101147,1
1,10.5688970379,0
2,13.2208321095,1
1,20.3125912865,0
2,4.7939915657,1
1,18.6989135742,1
1,3.7736736645,0
2,20.0441658497,1
1,18.4924929142,1
1,13.7776461164,0
2,10.0894017220,1
1,7.1788482292,0
2,16.9745743275,1
1,18.5388622284,1
1,13.1915929617,0
2,0.4726302748,0
3,16.3943548074,0
4,16.3144554891,0
5,19.1683408824,0
6,10.6106150150,1
1,14.0468195415,0
2,9.8117444515,1
1,19.4945096970,1
1,18.5484702587,1
1,11.8848256456,0
2,6.9921381959,0
3,4.9760348797,1
1,18.4102020264,1
1,18.7714040279,1
1,18.5854260921,1
1,18.4794516563,1
1,18.3915524483,1
1,14.4200041308,0
2,9.7454409599,1
1,10.1635669219,0
2,17.7316417694,1
1,16.7584512234,1
1,12.1215654083,0
2,11.5845386982,1
1,17.1450175902,0
1,18.7631514072,1
1,18.7447257042,1
1,18.9208273888,1
1,9.5718243005,0
2,3.9843222978,0
3,22.8767452069,0
4,7.7278986139,0
5,3.4402889668,0
6,17.0440254999,0
1,15.6193212030,0
2,5.2913806865,0
3,14.6294599976,0
4,15.0943615437,1
1,18.3679211140,1
1,17.7807948589,1
1,18.6440770626,1
1,7.2419180036,0
2,5.6327397331,0
3,24.4539084435,1
1,20.1765003204,1
1,12.5104617720,0
2,11.3010849953,1
1,18.6849796772,1
1,18.6549990177,1
1,18.4851086140,1
1,14.1678802285,0
2,0.0844032400,0
3,22.7049915791,1
1,15.1792684227,0
2,10.6406235695,1
1,20.9330963222,0
2,3.6266083717,1
1,17.0927088261,1
1,18.7837493420,1
1,17.9289379120,1
1,13.8368087537,0
2,5.6612235113,0
3,21.2146496773,1
1,12.1983383153,0
2,4.9394067174,0
3,21.2847039700,1
1,8.0772972829,0
2,16.5534760952,1
1,20.0139548779,1
1,18.4049720764,1
1,16.1976654783,0
2,11.6423006058,1
1,14.2504398256,0
2,0.5178464751,0
3,6.6485018409,0
4,26.9939568043,1
1,15.7484398658,0
2,8.7423641682,1
1,19.3914327621,1
1,19.0742475986,1
1,18.9733979702,1
1,13.1781084778,0
2,10.8641209602,1
1,14.0092295448,0
2,3.2785216677,0
3,5.9623604962,0
4,25.0179026127,1
1,22.1303336620,1
1,11.4160776448,0
2,0.4509323086,0
3,26.3479664326,1
1,5.5361731783,0
2,18.6022839546,1
1,19.0483560562,1
1,18.7351419926,1
1,18.7008941174,1
1,18.5202076435,1
1,18.7003061771,1
1,13.0033249019,0
2,11.4383511543,1
1,17.4577440300,0
1,20.2478492182,0
1,18.9086156473,0
1,18.7448278050,0
1,17.5786671638,1
1,18.5404121876,1
1,18.5533518791,1
1,18.7061283588,1
1,18.7922644615,1
1,14.1380468481,0
2,7.8162845888,0
3,18.5737745762,1
1,18.2126061916,1
1,15.1245594380,0
2,5.5738163962,0
3,8.5413566994,0
4,15.7867386228,0
5,18.8983710381,0
6,12.1539688110,1
1,10.1962236074,0
2,13.8441166878,1
1,18.5786104202,1
1,16.2178578303,0
2,7.9307935238,1
1,18.7418246269,1
1,1.5772391265,0
2,22.3654210567,1
1,16.3229265713,0
2,7.9553718567,1
1,8.6727344426,0
2,7.4642721613,0
3,24.3057889938,1
1,13.6866165181,0
2,10.6666002274,1
1,18.5161049366,1
1,17.4443203302,0
1,18.9475457668,1
1,18.0292303175,0
1,10.4052030501,0
2,13.6503424644,1
1,11.0962931454,0
2,1.7046683452,0
3,24.5711789131,1
1,18.6743073463,1
1,17.7520207904,0
1,12.6161727527,0
2,0.1031375838,0
3,15.7327624344,0
4,15.9309382885,0
5,31.0550608635,1
1,20.3952434063,1
1,18.6127123833,1
1,18.9636483192,1
1,10.3985026433,0
2,13.7723829746,1
1,18.7994935513,1
1,14.9608206945,0
2,14.4305548668,1
1,17.5992708206,1
1,17.7609052026,0
2,6.3485550417,0
3,12.1590399457,0
4,23.4819453273,0
5,15.6997354031,1
1,18.6690874100,1
1,17.5226379409,0
2,6.4298000336,1
1,11.9579860483,0
2,2.6184638617,0
3,21.2236368656,1
1,23.5708483256,0
2,18.0746405125,1
1,21.7883119583,1
1,18.2778167725,1
1,17.5590772501,0
1,14.6950792565,0
2,7.8338146506,0
3,16.6585671902,1
1,18.9815540314,1
1,18.6303312778,1
1,16.6802781526,0
2,4.5525205764,0
3,6.5649711037,0
4,18.9870741527,0
5,10.9011547499,0
6,13.8013105777,0
