task_number,task_score,restarted_mid_task
1,16.0041074753,1
1,16.5729596615,1
1,13.7699894711,0
2,9.1197674274,1
1,22.2742681503,1
1,17.9679586887,1
1,15.9408423901,1
1,16.3201518059,1
1,9.1426479023,0
2,13.1497893333,1
1,11.7576433436,0
2,11.3227157593,1
1,16.6101505016,0
1,17.9943172932,1
1,15.6431028843,1
1,12.0040287286,0
2,6.3976270613,0
3,18.4028956890,1
1,3.3952110838,0
2,13.1933906604,0
3,15.6252103985,0
4,11.5756947128,0
5,22.4778758894,0
6,9.8285107613,1
1,17.2583181978,0
1,15.0294263363,1
1,16.3018305302,1
1,15.8432257175,1
1,8.4812857179,0
2,9.3631951628,0
3,19.2399387360,1
1,19.9457087517,1
1,10.3677442273,0
2,12.2386572361,1
1,15.8798882961,1
1,15.5836600289,0
2,7.9605524540,1
1,13.1993645955,0
2,6.2793321339,0
3,16.4775037766,1
1,12.9663969205,0
2,11.7431423664,1
1,16.1179740429,1
1,6.4170472754,0
2,4.2119568215,0
3,26.2535669804,1
1,14.8860101938,0
2,5.5913985933,0
3,12.5065619946,1
1,14.8818712234,1
1,16.4179708958,1
1,16.2630558014,1
1,13.4805876553,0
2,18.8702881336,1
1,7.6892087725,0
2,15.3827383518,1
1,15.7612209320,1
1,15.7926900387,1
1,12.3159991621,0
2,10.8334343433,1
1,15.8396186829,1
1,7.3366611270,0
2,15.1052670479,1
1,15.9073140621,1
1,15.8519411087,1
1,15.7876918316,1
1,15.8245460987,1
1,12.7889472049,0
2,8.6974132896,0
3,6.1680903571,0
4,35.6125486705,0
5,4.3381765080,0
6,8.8409750462,1
1,15.6693985462,1
1,13.4699875885,0
2,10.9508628845,1
1,14.6131679733,0
2,8.5069649220,1
1,7.0756967091,0
2,15.8097109795,1
1,15.7311022282,1
1,15.7426865101,1
1,15.8196823597,1
1,15.9302952290,1
1,7.1598805412,0
2,15.7356355190,1
1,8.4853755470,0
2,6.7455944846,0
3,22.4465003014,1
1,18.2080142498,1
1,15.9919195175,1
1,15.9248206615,1
1,15.9913773537,1
1,14.3718472703,0
2,8.5699131489,1
1,16.4234197140,1
1,11.8819328205,0
2,6.8910963957,0
3,17.3553843498,1
1,15.8954858780,1
1,15.9206078053,1
1,13.8156779486,0
2,1.1989806388,0
3,21.1199154854,1
1,11.6986286068,0
2,11.1884558201,1
1,9.3987797665,0
2,13.3064754009,1
1,14.7267924355,0
2,8.8299751282,1
1,15.8570265770,1
1,16.2593507767,1
1,14.1887832008,0
2,12.7156627178,1
1,7.3969956565,0
2,8.8793585300,1
1,11.0595889894,0
2,11.2316815853,1
1,13.4006438255,1
1,15.4365515087,0
2,7.4175961018,1
1,8.8230838246,0
2,13.9437668324,1
1,13.7121510171,0
2,9.5822017193,1
1,16.2156600952,1
1,18.0591516495,1
1,12.0411822796,1
1,15.6293485165,1
1,11.1271113553,0
2,12.0845153332,1
1,15.9792573452,1
1,15.9559857845,1
1,15.8362276554,1
1,15.9300413132,1
1,8.7974173381,0
2,18.9287037849,1
1,8.8086621839,0
2,17.5522098541,1
1,19.6208581924,1
1,21.2936704159,1
1,12.6552325803,0
2,17.8561592102,1
1,20.8811774254,1
1,11.6204765986,0
2,4.2590334716,0
3,14.5012874909,0
4,5.5011523081,0
5,26.6340836266,0
6,12.9682127307,0
1,5.4941175228,0
2,8.1191983363,0
3,31.8217835281,0
4,18.7949568667,0
5,12.0129210949,1
1,2.7894018430,0
2,15.2471345058,0
3,11.1973578001,0
4,7.8183631227,0
5,24.5610983108,0
6,14.6559405327,1
1,20.7186362743,1
1,21.1769971848,1
1,18.4863238335,1
1,17.7957401276,1
1,10.9210559272,0
1,17.4305228356,0
2,14.2565581799,1
1,15.2242966462,0
2,15.1210141182,1
1,16.6901535988,1
1,12.7095261705,0
2,18.7804756165,1
1,17.5691149235,1
1,14.5831789759,0
2,9.7534539700,1
1,16.4873743057,1
1,16.3065984249,1
1,7.3733845084,0
2,24.4709959030,1
1,13.3567676733,0
2,1.2414707489,0
3,27.8474664688,1
1,17.8213863373,1
1,16.2679603100,1
1,15.9096536636,1
1,5.9820645859,0
2,18.7200692025,0
3,17.7913019657,1
1,16.2716165309,0
2,15.0023446083,1
1,11.7938963099,0
2,4.4044201276,0
3,32.3822200298,1
1,16.7086279392,1
1,10.9732745961,0
2,10.1172938314,0
3,15.1730124950,1
1,6.6728312551,0
2,10.5798671391,0
3,23.6175456047,1
1,16.3035292625,1
1,17.7117480559,0
2,11.3290445795,0
3,12.1295585632,1
1,16.5979614258,1
1,15.3418064117,1
1,16.8252310753,1
1,9.2922256794,0
2,5.3468869456,0
3,26.4311442375,1
1,21.0289856049,0
2,3.5786690712,1
1,15.8196537495,1
1,16.7646117210,1
1,23.8390038013,1
1,16.0532133579,1
1,15.8112223148,1
1,16.8809816837,1
1,10.8707702954,0
2,1.0176624827,0
3,13.8173633569,0
4,13.2525140937,0
5,10.0816188865,0
6,11.2957784140,0
1,15.7275137901,1
1,13.3178634644,1
1,16.6843795776,1
1,1.3960070580,0
2,4.8206769012,0
3,16.7800168017,0
4,8.3215322868,0
5,41.8996891604,0
6,4.8324165344,1
1,22.9868640900,1
1,16.0289115906,1
1,17.5222949982,1
1,9.3729334606,0
2,8.3179767759,0
3,17.3209502237,0
1,19.6437136935,0
2,3.0106514410,0
3,15.9533242870,0
4,7.2392627401,0
5,13.6262376540,0
6,3.8631437532,0
1,16.9012687801,0
2,31.3660640717,1
1,30.0857627572,0
2,22.4637775421,1
1,15.9296474457,1
1,17.1314201355,1
1,15.8127727509,1
1,16.8734054565,1
1,17.0665225983,1
1,17.7741146088,1
1,15.6128554473,0
1,6.8301455424,0
2,17.6062890918,0
3,20.5624025880,0
4,26.6290150995,0
5,5.4378833771,1
1,17.4417036049,0
2,17.8341283944,0
3,18.5902462006,1
1,19.0645580292,1
1,17.8565750122,1
1,16.6268749237,1
1,18.2542476654,1
1,13.7620830536,1
1,17.0673484802,1
1,16.5869064300,0
1,16.4216556549,1
1,16.1353397369,1
1,15.9396991730,1
1,16.1920051575,1
1,16.2765636444,1
1,11.9149684906,1
1,15.3442668915,1
1,9.5810943111,0
2,7.4999596762,0
3,10.3217530839,0
4,2.7934307911,0
5,12.4888707351,0
6,8.1032856697,0
1,18.1262560561,0
2,16.2997951508,1
1,10.4951616486,0
2,8.3677127621,0
3,27.4407302613,0
4,14.7933032131,0
1,10.0943690341,0
2,19.9160461426,1
1,20.9968662262,1
1,16.5198135376,1
1,18.3672180176,1
1,16.8954505920,1
1,16.7956886292,1
1,19.9271984100,1
1,7.9859742162,0
2,17.8920421600,1
1,8.2811195890,0
2,8.5302174974,0
3,32.9292221712,0
4,6.8738073673,0
5,19.4797401428,1
1,16.9819793701,1
1,20.6654090881,1
1,11.9450689193,0
2,20.7392330170,1
1,15.6476726532,1
1,16.7395172119,1
1,17.7190837860,1
1,10.3228719496,0
2,12.0751762390,1
1,10.2027946035,0
2,18.0569484342,0
3,14.9351630029,0
4,18.2821941376,1
1,15.4841709137,1
1,16.1447891913,0
1,6.6642748992,0
2,13.6584109450,0
3,31.5977848178,0
4,15.5851306947,0
5,10.1311225891,1
1,18.3542156219,1
1,16.0114135742,1
1,13.8714484586,0
2,3.3286042759,0
3,6.5458200328,0
4,13.3056625996,0
5,13.2989882192,0
6,5.9436549311,0
1,14.4804353904,0
2,3.1354420464,0
3,13.2242701769,0
4,17.2910169528,0
5,28.2313003624,1
1,10.6732664325,0
2,9.7478431653,0
3,27.9934234619,1
1,8.4989423677,0
2,14.5155316099,0
3,27.0194416046,1
1,13.8343605944,0
2,7.4075420849,0
3,20.5132037742,0
1,4.9743041409,0
2,19.3808404669,0
3,11.7753276825,1
1,23.6930046082,1
1,15.2460556030,1
1,14.4802312485,0
1,22.6712265015,1
1,3.6332279002,0
2,3.6386172173,0
3,15.6055336980,0
4,24.2364995850,0
5,24.3319847807,0
6,5.4919395447,1
1,4.4051459001,0
2,21.1750698090,1
1,16.8619248468,0
1,18.8944282532,1
1,11.3193039540,0
2,13.2166709900,1
1,6.8896186032,0
2,1.4085499617,0
3,19.8194476037,0
4,5.5429813676,0
5,20.1980011636,0
6,21.0230460743,0
1,17.3840179443,1
1,6.8062398152,0
2,19.8092295255,0
3,30.4135227203,1
1,6.8573537875,0
2,31.9385585785,1
1,12.6597255649,0
2,3.7543849522,0
3,21.9751472473,1
1,24.9492454529,1
1,15.9054470062,1
1,16.4358367920,1
1,8.5590692044,0
2,17.4848899841,1
1,16.1204204559,1
1,14.6079713663,0
1,13.2828288340,0
2,2.7380871233,0
3,24.3921127319,1
1,20.1045292638,0
1,29.4943675995,1
1,15.7494850159,1
1,15.1864317063,1
1,15.6653308868,1
1,8.5901094031,0
2,17.0067367554,1
1,15.2268829346,1
1,16.2994842529,1
1,11.4413968022,0
2,14.4655570984,1
1,16.7610255317,0
1,15.7373199463,1
1,15.7656574249,1
1,16.0776405334,1
1,15.5137310028,1
1,15.7533416748,1
1,9.3501680741,0
2,15.2304402488,0
3,12.7040653229,1
1,16.4668121338,1
1,17.1901512146,1
1,15.3917636871,1
1,15.2045669556,1
1,16.6477263671,0
1,16.7014350891,1
1,15.5770664215,1
1,15.3325176239,1
1,16.6318531036,1
1,15.7325763702,1
1,3.1126518742,0
2,3.6143023298,0
3,8.2147142867,0
4,9.7404577353,0
5,36.7741097357,0
6,16.3859710693,1
1,9.8955550679,0
2,19.2633380890,1
1,15.8301620483,1
1,21.4942817688,1
1,18.5750865936,1
1,15.5351753235,1
1,15.9434967041,1
1,16.6511135101,1
1,15.7413425446,1
1,18.0832366943,1
1,9.9066627346,0
2,18.8607368469,1
1,18.4340638075,0
1,8.2177229578,0
2,17.6077003479,1
1,13.3637351990,1
1,19.9170093536,1
1,10.6417269099,0
2,15.3440418243,1
1,15.1319637299,1
1,7.6425619812,0
2,17.8416853767,0
1,14.1839784736,0
1,13.5667819977,1
1,18.3050479889,1
1,7.0091159973,0
2,18.7841625214,1
1,18.1316738129,1
1,14.2976784917,0
2,2.8994823727,0
3,27.5398938479,0
4,8.8561340397,0
5,12.1028976440,1
1,15.0338993073,1
1,8.8455473934,0
2,1.6399995913,0
3,29.2402515411,1
1,14.2995439596,0
2,16.9668807983,1
1,7.1373779555,0
2,11.3317546844,1
1,7.5864192563,0
2,4.1592564738,0
3,4.9807330290,0
4,2.0900477518,0
5,22.6466515895,0
6,11.9918764174,0
1,8.4254657641,0
2,16.2549343109,1
1,21.5567441631,0
2,0.0000000000,1
1,15.6542835236,1
1,12.2295341090,0
2,12.9338932037,1
1,11.3926330773,0
2,0.3653510920,0
3,6.9494690096,0
4,15.0330602401,0
5,9.1804643030,0
6,12.8563661395,0
1,11.8374410025,0
2,21.0029125214,1
1,18.8160209656,1
1,11.1226177037,0
2,2.8284797940,0
3,19.1154804230,1
1,16.6213385548,0
2,8.6847896576,1
1,18.1449050903,1
1,14.2886143887,0
1,18.4487133026,1
1,9.9954795826,0
1,8.4658609751,0
2,15.6602745056,1
1,15.0028896332,1
1,8.6954820102,0
2,17.7399311066,1
1,16.0060596466,1
1,5.0837806424,0
2,20.6060373862,0
3,8.5832787848,0
4,10.6850227850,0
5,19.6985903583,0
6,11.5405502319,1
1,12.3303341795,0
2,0.0000000000,1
1,15.2305431366,1
1,5.5815667888,0
2,18.6187286377,1
1,9.8700275108,0
2,1.0915970953,0
3,9.1489277987,0
1,20.5818642942,1
1,14.7211990356,1
1,11.9652791094,0
2,12.6111011505,1
1,15.9919967651,1
1,15.9287052155,1
1,14.3483973540,0
1,16.0527605335,0
2,17.1215991974,1
1,13.7052293649,0
2,9.2660732694,0
3,13.0147876740,1
1,14.2519888820,0
2,9.0628852844,1
1,16.2035980225,1
1,17.0566463470,1
1,12.3015364150,0
2,11.4867477417,1
1,16.2701282501,1
1,17.2736091614,1
1,9.8811880776,0
2,13.3181514740,1
1,18.9893112183,1
1,15.8108100891,1
1,16.0057678223,1
1,16.1095371246,1
1,17.4617156982,1
1,16.2945308685,1
1,15.8848495483,1
1,9.6646500313,0
2,13.0132846832,1
1,15.2872810364,1
1,9.0616679042,0
2,8.7548289349,0
3,18.9360122681,1
1,13.4734108467,0
1,18.5729941264,1
1,15.8490943909,1
1,12.5747566223,1
1,16.5616626740,1
1,19.1353416443,1
1,5.6137070866,0
2,9.8205675999,0
3,7.1655288135,0
4,7.9541407866,0
5,0.2389466872,0
6,5.1953394271,0
1,14.1705658800,0
1,17.4156208038,1
1,16.3582763672,1
1,15.4770793915,1
1,14.6473357959,0
2,10.5849723816,1
1,15.8040809631,1
1,18.0204124451,1
1,13.1680443140,0
1,13.5360864534,0
1,15.8744907379,1
1,12.3220462799,1
1,15.0483036041,1
1,15.9611244202,1
1,10.9595522525,0
2,15.7577548404,0
3,25.5048809052,1
1,16.1850233299,0
1,17.4142131805,1
1,5.4340369741,0
2,33.1995601654,1
1,7.7413724235,0
2,14.4499158464,0
3,27.3650377639,0
4,7.7790288355,0
5,19.0917072296,1
1,19.2183874034,0
2,3.0180492453,0
3,19.8796100616,1
1,15.9152526855,1
1,16.7822140284,0
1,12.6774272574,0
2,19.9119949341,1
1,16.5128250122,1
1,17.9510059357,1
1,15.9033031464,1
1,11.1644719674,0
2,11.4292678833,1
1,17.3215835565,0
2,0.7755227205,0
3,19.8990993500,1
1,20.0821838379,1
1,15.3116474152,1
1,12.0018999709,0
2,18.5982761383,1
1,3.0889162189,0
2,7.7265407827,0
3,12.1028791783,0
4,15.4040265521,0
5,27.4081318345,0
6,9.8558559418,1
1,16.0799903870,1
1,17.8280353546,1
1,11.6169221932,0
2,17.2201309204,1
1,17.5055599213,1
1,17.9009914398,1
1,15.0369472504,1
1,17.3565387726,1
1,15.9331226349,1
1,14.8655242920,1
1,17.0196189880,1
1,15.2771167755,1
1,15.0284500122,1
1,13.0731350238,0
1,15.5310211182,1
1,16.3468375088,0
1,10.0780727148,0
2,3.3423468619,0
3,17.7670596251,0
4,29.9190060510,0
1,17.3670139313,1
1,9.7352027566,0
2,7.8960095781,0
3,15.6595008550,0
4,23.3108598081,0
5,15.1846427917,1
1,13.0663603574,0
2,2.1113512716,0
3,16.5047056009,0
4,11.1648941901,0
5,29.3987498750,0
1,13.1870371062,0
1,9.3605602274,0
2,16.1333370209,1
1,17.3832893372,1
1,15.0845355988,1
1,14.8533992767,1
1,13.2113597344,0
2,16.7657013694,0
1,9.6267380895,0
2,1.7470094285,0
3,18.4058074951,1
1,18.9151008689,0
2,1.5439530239,0
3,20.2311363220,1
1,21.3318106845,0
2,8.5515270233,1
1,9.0700102525,0
2,22.6449689931,0
1,15.3128776550,1
1,17.6177368164,1
1,18.0523586273,1
1,19.3551502228,1
1,13.1607973614,0
2,0.4240981078,0
3,23.2459230224,0
4,14.9457872717,0
5,19.4596366882,1
1,15.1857733975,0
2,22.6472740173,1
1,16.0835933685,1
1,17.1201305389,1
1,15.8056621552,1
1,13.6761534750,0
2,9.6481764929,0
3,19.2800827026,1
1,12.5278799261,0
1,15.5852527618,1
1,15.0991535187,1
1,14.9581317902,1
1,13.2212401889,0
1,0.1695368753,0
2,14.6612534480,0
3,28.4472827911,1
1,15.3560962677,1
1,10.8803661481,0
2,13.3987979889,1
1,15.5268974304,1
1,17.4727458954,1
1,16.4927444458,1
1,15.8911476135,1
1,16.8240661621,1
1,17.5428256989,1
1,14.8525162071,0
2,4.5822282273,0
3,19.7248344421,1
1,16.0325355530,1
1,8.2037274327,0
2,8.6198394863,0
3,10.2993382531,0
4,6.9810625880,0
5,2.2697242987,0
6,25.1308017385,0
1,12.9354330680,0
2,9.8279571533,1
1,4.9190203869,0
2,22.5139484406,1
1,18.0178565979,1
1,19.7688751221,1
1,17.9831848145,1
1,11.2371654763,0
2,14.6034660339,1
1,19.7234230042,1
1,19.2022590637,1
1,16.1701087952,1
1,16.7604885101,1
1,15.2151477719,0
1,17.0780124664,1
1,13.9866978213,0
2,8.0853907315,0
3,14.4490833282,1
1,16.9627265930,1
1,21.1851749420,1
1,14.9099693298,1
1,16.0527858734,1
1,17.2298289175,0
1,15.8109359741,1
1,16.2968444824,1
1,10.1549739082,0
2,4.7394995844,0
3,20.6217129701,0
4,23.7581081390,1
1,18.6656951904,1
1,15.2080777047,0
1,5.3886069834,0
2,16.3529606435,0
3,19.6049747467,1
1,16.2776556264,0
1,6.9666349831,0
2,12.7158554642,0
3,23.4786720276,1
1,16.1239604950,1
1,16.6882156970,0
2,10.6736888885,1
1,15.8797817230,1
1,19.0489273071,1
1,16.9802799225,1
1,16.9139575958,1
1,16.3149471283,1
1,16.0051879883,1
1,16.0395126343,1
1,7.0630231834,0
2,14.6241798401,1
1,9.6163065173,0
2,14.8577136993,1
1,16.1881160736,1
1,16.2087059021,1
1,13.6700511624,0
2,10.9064826965,1
1,15.3052520752,1
1,12.4645182539,0
2,13.9984933215,0
3,13.0430011749,1
1,9.4040005640,0
2,12.9284567752,0
3,0.2616577148,1
1,17.1972389221,1
1,14.5684890747,1
1,1.8026254757,0
2,20.3900051117,1
1,15.6596622467,1
1,5.7076840352,0
2,4.0499647165,0
3,29.8984697200,0
4,9.1548588879,0
5,20.9752798905,0
6,7.4930572510,1
1,15.0874576569,1
1,17.8940448761,1
1,16.6037483215,1
1,13.3782981504,0
2,11.7215080261,1
1,2.4636973910,0
2,19.8922080994,1
1,9.9274664933,0
2,11.9455299377,1
1,15.3760383950,0
1,16.0388700839,0
1,14.7891220170,0
2,16.7999134064,1
1,22.0046710968,1
1,14.0728430687,0
2,1.2550384296,0
3,25.2008209229,1
1,16.7375516634,0
1,15.6910317466,0
1,17.3293857574,1
1,16.1748924255,1
1,16.0111370087,1
1,17.9266586304,1
1,9.1178965945,0
2,18.3490123749,1
1,13.9400525889,0
1,1.7969464680,0
2,24.3664073944,1
1,15.8933582306,1
1,10.8185045024,0
2,15.0510025024,1
1,2.2468058453,0
2,6.5344076928,0
3,35.8409557343,1
1,11.7301772369,0
2,12.8971538544,1
1,15.5890181110,0
1,14.0006095331,0
1,14.9121475220,1
1,7.4311162192,0
2,15.8400650024,1
1,15.1155261993,1
1,15.1456871033,1
1,16.8666706085,1
1,16.0975055695,1
1,8.2317528641,0
2,9.0415097473,0
3,28.6587333679,1
1,15.7397937775,1
1,17.9235343933,1
1,15.1493549347,1
1,6.3608067226,0
2,5.8587242123,0
3,12.9182257012,0
4,20.2352623090,0
5,31.5049726008,0
1,12.5031875053,0
1,14.9916439056,1
1,15.0413303375,1
1,15.3848667145,1
1,15.7854137421,1
1,17.9229888916,1
1,13.0100803375,1
1,13.3975397863,0
1,9.4236433849,0
2,13.4326317886,0
1,16.1636466980,1
1,17.6696109772,1
1,13.4261612266,0
2,10.7648239136,1
1,16.0300865173,1
1,16.1612224579,1
1,16.4482002258,1
1,12.9613836311,0
2,12.2203426361,1
1,15.4788436890,1
1,1.2143940575,0
2,18.5013044644,0
3,20.5303667696,0
4,21.7199821472,1
1,16.2706851959,1
1,17.4326038361,1
1,18.2533149719,1
1,15.5042572021,1
1,10.5354952225,0
2,8.7818788769,0
3,17.7484283447,1
1,15.7036952972,1
1,8.2354097829,0
2,18.8079509735,1
1,16.1886463165,1
1,15.6442661285,1
1,15.5600376129,1
1,15.4238929749,1
1,13.5093391760,0
2,3.5354271270,0
3,5.6874830109,0
4,31.8507774516,0
5,17.9453067780,1
1,17.8536394277,0
2,6.5804824829,1
1,17.1457157135,1
1,20.4566440582,1
1,12.1181735992,1
1,13.0495341342,0
2,8.6870581291,0
1,15.7865524292,1
1,10.2692615761,0
2,12.5054454803,1
1,16.4408187866,1
1,16.1365947538,0
2,0.0000000000,1
1,3.3262042120,0
2,22.9503898621,1
1,2.2365454552,0
2,11.4725558377,0
3,29.2108421326,1
1,15.7640094757,1
1,16.1045703888,1
1,15.3790206909,1
1,14.8741493225,1
1,9.9091077667,0
2,14.7594680786,1
1,15.4590492249,1
1,16.7011222839,1
1,16.5015449524,1
1,12.7938663408,0
2,1.7740867216,0
3,18.8012485504,1
1,15.2511318628,0
1,15.7719650269,1
1,15.6126728058,1
1,4.1732012874,0
2,20.4974632263,1
1,17.4408817291,1
1,10.2306222555,0
2,11.0142955780,1
1,14.8735351562,1
1,12.1213264990,0
2,3.4352581156,0
3,12.6070221730,0
4,27.3838710785,1
1,23.5775070610,0
1,15.2646179199,1
1,16.8381115954,1
1,14.7840346156,0
1,17.1228219327,0
1,17.0733814240,1
1,17.8404693604,1
1,12.9703730516,0
2,12.0972563079,0
3,11.6810760498,1
1,16.5737953186,1
1,11.1556837715,0
2,15.0205184749,0
1,18.2381267548,1
1,14.7585048676,1
1,15.7484836578,1
1,15.4532871246,1
1,4.6166576298,0
2,18.4078311920,1
1,15.4504812420,0
1,15.3710880280,1
1,17.2226543427,1
1,15.0447254181,1
1,16.0801830292,1
1,9.8411346369,0
2,14.2169799805,1
1,11.7511496970,0
2,7.6749941865,0
3,17.7073211670,1
1,18.2889301269,0
1,15.6375770569,1
1,13.7514669972,0
2,18.4918403625,1
1,18.8256092072,1
1,15.5039563384,0
1,13.5672571841,0
2,9.7878665924,1
1,16.2391578315,0
2,7.5092573445,0
3,26.6363716125,1
1,16.6515560150,1
1,18.4335551831,0
1,15.8957672119,1
1,12.1186407451,0
2,26.5664602426,0
1,10.7249753170,0
2,10.9642200470,1
1,15.5207383072,0
2,7.8692340851,1
1,8.4087380194,0
2,16.4038524628,1
1,11.8059725151,0
2,6.0747530116,0
3,19.7360801697,1
1,16.8876609802,1
1,17.3492717743,1
1,15.7723741953,0
1,17.5893974304,1
1,17.5753746033,1
1,15.5384197235,1
1,17.7391414642,1
1,16.3150234222,1
1,16.0787029266,1
1,17.5047512054,1
1,14.2481559224,0
2,9.6910266876,1
1,15.6354885101,1
1,17.1939888000,1
1,16.1728553772,1
1,14.2892684937,1
1,22.5121482340,0
1,15.4779357910,1
1,11.3849533870,0
2,11.0483283997,1
1,6.8429991494,0
2,5.2594036368,0
3,15.1109060060,0
4,34.6428070068,1
1,22.3437080383,1
1,15.5802230835,1
1,16.0219154358,1
1,16.2718658447,1
1,11.2842564061,0
2,10.9713172913,1
1,9.8139591217,1
1,13.6567065476,0
1,15.5834789276,1
1,15.7650890350,1
1,5.3099866498,0
2,18.4587802887,1
1,13.4041485235,0
2,11.5550384521,1
1,18.4695777893,1
1,17.5758094788,1
1,17.7618961334,1
1,14.6709594727,1
1,16.0306339264,1
1,11.7662151785,0
2,10.9026851654,1
1,19.9270553589,1
1,16.5796527863,1
1,14.7142944336,1
1,15.9069404602,1
1,16.6997089386,1
1,15.2245521545,1
1,2.2502059630,0
2,22.3489723206,1
1,11.5511704843,0
2,10.3668594360,1
1,4.1046321064,0
2,17.7061634064,1
1,18.6377338933,0
2,7.5393085480,1
1,14.0495500996,0
2,0.0000000000,1
1,15.0514163971,1
1,16.8217048645,1
1,15.6072463989,1
1,12.0447327323,0
2,10.4665470123,1
1,15.2116775513,1
1,14.6277427673,1
1,12.4904155731,1
1,17.1053562164,1
1,14.7025928497,1
1,15.0364913940,1
1,14.7886309590,0
1,16.0970249176,1
1,11.9311103821,1
1,14.4676872656,0
2,1.3969015896,0
3,22.5505256653,1
1,21.6042015627,0
2,10.1012344360,1
1,16.3339977264,1
1,16.6306896210,1
1,19.6350784302,1
1,12.5712343978,0
2,2.0455914887,0
3,17.3841090673,0
4,5.5619276487,0
5,20.5254609731,0
6,19.1679515839,1
1,7.3273206855,0
2,2.2933471960,0
3,25.3411862168,0
4,6.7413830091,0
5,33.6513462067,1
1,17.2845478058,1
1,15.4286594391,1
1,13.0390839980,0
2,6.9324345462,0
3,11.0702960234,0
4,29.6742134094,1
1,16.9400348663,1
1,11.3236208062,0
2,17.3695678711,1
1,17.2688157212,0
1,14.6317974856,0
1,16.4724960327,1
1,16.4748497009,1
1,3.5283943538,0
2,19.7176589966,1
1,15.2425441742,1
1,16.8135261536,1
1,15.5487747192,1
1,14.8804836273,1
1,16.5982761383,1
1,16.5868244171,1
1,16.0095710754,1
1,13.4895362806,0
1,17.7431964874,1
1,16.7892303467,1
1,11.3092992867,0
2,1.1192840785,0
3,27.5554847717,1
1,15.6915416718,1
1,16.2265930176,1
1,16.7465229034,1
1,16.6032180786,1
1,15.8555908203,1
1,18.8196220398,1
1,15.6110458374,1
1,16.0605182648,1
1,4.9713390230,0
2,13.5918425361,0
3,20.2127895355,1
1,16.2307338960,0
1,11.5469703674,1
1,13.9070237319,0
1,15.5750408173,1
1,15.4030532837,1
1,14.7733020782,1
1,14.9782257080,1
1,5.2255638063,0
2,16.9839344025,1
1,4.9865018584,0
2,7.9854355663,0
3,6.0313107139,0
4,12.0136520458,0
5,14.0089885871,0
6,32.7999210358,1
1,15.0311279297,1
1,15.8934574127,1
1,10.6920359447,0
2,15.6343154907,1
1,15.3445625305,1
1,17.3210372925,1
1,5.5443436561,0
2,4.6259214553,0
3,27.5761852264,1
1,17.4985885620,1
1,15.6346015930,1
1,11.8860795216,0
2,15.2445297241,1
1,11.6605717779,0
2,3.0962208851,0
3,24.7393036918,0
1,17.3153476715,1
1,16.0383300781,1
1,3.8793639974,0
2,3.6372395361,0
3,26.2123604225,0
4,25.6265953641,0
5,12.3274822235,1
1,17.0146999359,1
1,16.8543434143,1
1,15.4527572575,0
2,0.3950424194,1
1,19.4363040924,1
1,13.1796016693,1
1,15.6676053660,0
2,9.2819328308,1
1,15.6790447235,1
1,17.4027957916,1
1,15.2743227351,0
1,1.7051135739,0
2,2.0831772364,0
3,44.6188205573,0
4,15.9834976196,1
1,13.7036232201,0
2,22.5471839905,1
1,13.5474913054,0
2,9.0508174896,1
1,16.0189325812,0
2,0.1333122253,1
1,15.7305450439,1
1,15.7799186707,1
1,15.9112186432,1
1,15.7919292450,1
1,15.4581394196,1
1,15.2464447021,1
1,12.6356026353,0
2,1.0615030684,0
3,20.8346958160,1
1,16.8448848724,1
1,15.3672313690,1
1,15.7007045746,1
1,14.7454404966,0
1,16.5926895142,1
1,15.2093715668,1
1,15.9973297119,1
1,13.8549582147,0
1,11.1328139876,0
2,11.2438716888,1
1,10.4957473624,0
2,12.4885959625,1
1,16.5565414429,1
1,16.2588233948,1
1,13.0847797394,1
1,15.6609935760,1
1,1.4916349924,0
2,3.9791190519,0
3,31.4509658813,1
1,12.7255306244,1
1,15.1774291992,1
1,9.6577517028,0
2,4.4771394450,0
3,46.7006520830,0
1,14.1660938263,1
1,16.7407875061,1
1,13.6786746979,1
1,5.9364860297,0
2,12.3270937665,0
3,14.3506965637,1
1,21.9833202362,1
1,15.8197288513,1
1,16.0471687317,1
1,16.8027477264,1
1,16.4074904004,0
1,13.0430786346,0
2,8.8272876740,1
1,16.1456756592,1
1,16.1376991272,1
1,17.8678379059,1
1,16.7148761749,1
1,15.8319873810,1
1,10.0241724014,0
2,12.3353576660,1
1,16.9509525299,1
1,12.2547976816,0
2,10.1233291626,1
1,16.0614089966,1
1,14.9206237793,1
1,13.3013591766,1
1,8.6857327887,0
2,4.3501569767,0
3,22.3276824951,1
1,15.9869575500,1
1,15.1471920013,1
1,11.2721783387,0
2,2.5683516651,0
3,4.3339965946,0
4,10.8027384996,0
5,2.0171260578,0
6,14.5965718522,0

